generic_name_raw,brand_name_raw,product_type,route,source
Chenopodium album,Lambs Quarters Pollen,NON-STANDARDIZED ALLERGENIC,"CUTANEOUS, INTRADERMAL, SUBCUTANEOUS",openFDA:ndc
BERBERIS VULGARIS ROOT BARK,Berberis vulgaris,HUMAN OTC DRUG,ORAL,openFDA:ndc
"Ergocalciferol Capsules,",Ergocalciferol,HUMAN PRESCRIPTION DRUG,ORAL,openFDA:ndc
Capsaicin,Capsaicin 0.075 Percent,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
sodium fluoride,Toms Childrens Anticavity Mouthwash Silly Strawberry,HUMAN OTC DRUG,DENTAL,openFDA:ndc
Acetaminophen,CVS Childrens Pain plus Fever Relief,HUMAN OTC DRUG,ORAL,openFDA:ndc
Hydrocortisone Cream 1%,Hydrocortisone with Aloe,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"polyethylene glycol 3350, sodium chloride, sodium bicarbonate, potassium chloride","PEG 3350, sodium chloride, sodium bicarbonate and potassium chloride",HUMAN PRESCRIPTION DRUG,ORAL,openFDA:ndc
Oxalis Montana 6X,Oxalis Montana 6X,HUMAN OTC DRUG,ORAL,openFDA:ndc
"AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE",SPF 50 SUNSCREEN,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Diphenhydramine HCl,Discount Drugmart Nighttime Sleep-Aid,HUMAN OTC DRUG,ORAL,openFDA:ndc
MENTHOL,COOL RELIEF ORAL ANESTHETIC,HUMAN OTC DRUG,ORAL,openFDA:ndc
gentian violet 2%,Gentian Violet 2%,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
alcohol,Smart Care Hand Sanitizer Barbie,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"CAMPHOR (SYNTHETIC), MENTHOL, METHYL SALICYLATE",POMADA DRAGON PAIN RELIEVING,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"calcium fluoride, silicon dioxide, euphrasia stricta, ruta graveolens whole, gelsemium sempervirens whole, physostigma venenosum whole, anemone pulsatilla, sodium chloride, and sus scrofa eye",N-21,HUMAN OTC DRUG,SUBLINGUAL,openFDA:ndc
OCTINOXATE and TITANIUM DIOXIDE,cle de peau BEAUTE THE FOUNDATION N M B20,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"Acetaminophen, Chlorpheniramine Maleate, Dextromethorphan HBr, Guaifenesin, Phenylephrine HCl","Cold and Flu Day and Night, Severe",HUMAN OTC DRUG,,openFDA:ndc
PHYSOSTIGMA VENENOSUM SEED,Physostigma venenosum,HUMAN OTC DRUG,ORAL,openFDA:ndc
Zinc Oxide,Manzatin-E Diaper Rash Skin Protectant,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"Dextromethorphan HBr, Phenylephrine HCl",Triacting Daytime Cold Cough Childrens,HUMAN OTC DRUG,ORAL,openFDA:ndc
"Avobenzone, Homosalate, Octisalate","Avobenzone, Homosalate, Octisalate",HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Medicated Wart Removers,Salicylic Acid,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"Guaifenesin, Dextromethorphan HBr",Mucolyte DM,HUMAN OTC DRUG,ORAL,openFDA:ndc
Benzalkonium Chloride,Zylast Antiseptic K,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Malus pumila,Bach Original Flower Remedies Crab Apple,HUMAN OTC DRUG,ORAL,openFDA:ndc
OCTINOXATE,SHISEIDO REVITALESSENCE SKIN GLOW FOUNDATION 230,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"Dextromethorphan, Brompheniramine Maleate, Phenylephrine Hydrochloride",Rompe Pecho SF FLU,HUMAN OTC DRUG,ORAL,openFDA:ndc
SODIUM SULFACETAMIDE 10% AND SULFUR 5% Emollient Cream,SODIUM SULFACETAMIDE 10% AND SULFUR 5% Emollient Cream,HUMAN PRESCRIPTION DRUG,TOPICAL,openFDA:ndc
Glycerin,Stratuscare Glycerin Laxative Pediatric,HUMAN OTC DRUG,RECTAL,openFDA:ndc
"Folic Acid, Vitamin D3",Foltrexyl,HUMAN PRESCRIPTION DRUG,ORAL,openFDA:ndc
naldemedine,SYMPROIC,HUMAN PRESCRIPTION DRUG,ORAL,openFDA:ndc
230 N,Sei Bella Tinted BB Moisturizing Cream,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
adalimumab-afzb,ABRILADA,HUMAN PRESCRIPTION DRUG,,openFDA:ndc
"SOLANUM DULCAMARA TOP; FERROSOFERRIC PHOSPHATE, GOLDENSEAL, POTASSIUM DICHROMATE, STRYCHNOS NUX-VOMICA SEED",CHESTAL COLD AND COUGH,HUMAN OTC DRUG,ORAL,openFDA:ndc
Alcohol,Anti-BacterialHandSpray Vanilla Bean Noel,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"Lactulose Solution USP, 10 g/15 mL",Lactulose Solution,HUMAN PRESCRIPTION DRUG,"ORAL, RECTAL",openFDA:ndc
"OCTISALATE, TITANIUM DIOXIDE","Dior Forever Skin Glow Flawless Radiant Skin True Foundation SPF 25 2,5N Neutral",HUMAN OTC DRUG,TOPICAL,openFDA:ndc
PHENAZOPYRIDINE HYDROCHLORIDE,HealthMart Urinary Pain Relief,HUMAN OTC DRUG,ORAL,openFDA:ndc
Naproxen Sodium and Diphenhydramine HCl,Naproxen Sodium and Diphenhydramine HCl,HUMAN OTC DRUG,ORAL,openFDA:ndc
Alcohol,Anti-BacterialHandSpray Blackberries and Basil,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Zinc Oxide,Truskin SPF 30 Mineral Sunscreen Facial Serum,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
CRASSOSTREA VIRGINICA,OYSTER,NON-STANDARDIZED ALLERGENIC,PERCUTANEOUS,openFDA:ndc
Geopathic Stress Drops,Geopathic Stress Drops 2096,HUMAN OTC DRUG,ORAL,openFDA:ndc
Belladonna,Belladonna 7106,HUMAN OTC DRUG,ORAL,openFDA:ndc
Red Maple,ACER RUBRUM POLLEN,NON-STANDARDIZED ALLERGENIC,PERCUTANEOUS,openFDA:ndc
"DROSERA, BRYONIA, IPECACUANHA, CETRARIA ISLANDICA, COCCUS CACTI, CORALLIUM RUBRUM, STANNUM METALLICUM",Real Relief,HUMAN OTC DRUG,ORAL,openFDA:ndc
Advanced Extreme Blast 72H Antiperspirant Deodorant,Degree,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"TITANIUM DIOXIDE, ZINC OXIDE",Diamond Luminous UV Defense Light Tinted Fluid Sunscreen Broad Spectrum SPF 40,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Calcitriol Capsules 0.25 mcg,Calcitriol,HUMAN PRESCRIPTION DRUG,ORAL,openFDA:ndc
Calcium Balance,Cal-5-Revive,HUMAN OTC DRUG,ORAL,openFDA:ndc
Nystatin Cream,Nystatin Cream,HUMAN PRESCRIPTION DRUG,TOPICAL,openFDA:ndc
"Dextromethorphan HBr, Guaifenesin, Phenylephrine HCl",Tussin CF Non Drowsy Multi Symptom,HUMAN OTC DRUG,ORAL,openFDA:ndc
"Octinoxate, Octocrylene, Titanium Dioxide",AGE20S SIGNATURE ESSENCE PACT INTENSE COVER 41N,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
cetrorelix acetate,cetrorelix acetate,HUMAN PRESCRIPTION DRUG,,openFDA:ndc
Alcohol,Instant Hand Sanitizer Unscented,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Ribavirin,Ribavirin,HUMAN PRESCRIPTION DRUG,ORAL,openFDA:ndc
"Antimonium Crud, Arsenicum Brom, Bovista, Eugenia Jamb, Fluoricum Acidum, Hepar Sulph Calc, Kali Brom, Kali Iod, Kali Mur, Nat Brom, Niccolum Sulph, Phosphoricum AC, Sulphur Iod.",Acne Relief,HUMAN OTC DRUG,ORAL,openFDA:ndc
"Ibuprofen tablet, film-coated","Ibuprofen, Caseys 4good",HUMAN OTC DRUG,ORAL,openFDA:ndc
Sodium Fluoride,Rembrandt Intense Stain,HUMAN OTC DRUG,ORAL,openFDA:ndc
Meclizine Hydrochloride,Dramamine Less Drowsy,HUMAN OTC DRUG,ORAL,openFDA:ndc
"Calcium Carbonate ,Magnesium Hydroxide",Premier Value Extra Strength Freshmint Flavor,HUMAN OTC DRUG,ORAL,openFDA:ndc
Acetaminophen Dextromethorphan HBr Doxylamine succinate,Nighttime Cold and Flu,HUMAN OTC DRUG,ORAL,openFDA:ndc
Acetaminophen 500mg,Pain Relief Extra Strength,HUMAN OTC DRUG,ORAL,openFDA:ndc
Titanium dioxide and Zinc oxide,YOUR SKIN BUT BETTER FAIR,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
estradiol,ESTRADIOL VAGINAL INSERTS,HUMAN PRESCRIPTION DRUG,VAGINAL,openFDA:ndc
Menthol,Walgreens Cool N Heat Patch XL,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Ethyl Alcohol,Smart Care TROPICAL MANGO HAND SANITIZER,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Guaifenesin Syrup and Dextromethorphan,Guaifenesin Syrup and Dextromethorphan,HUMAN OTC DRUG,ORAL,openFDA:ndc
Aluminum Zirconium Pentachlorohydrex Gly,Old Spice Fresh High Endurance Antiperspirant and Deodorant,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"Dextromethorphan Hydrobromide, Diphenhydramine HCl, Guaifenesin, Phenylephrine Hydrochloride",VICKS CHILDRENS COUGH CONGESTION,HUMAN OTC DRUG,ORAL,openFDA:ndc
Menthol,Absorbine Jr. Plus,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Aspirin,ULINE Aspirin,HUMAN OTC DRUG,ORAL,openFDA:ndc
Octinoxate and Octisalate,Neutrogena Healthy Skin Anti-Aging Perfector Sunscreen Broad Spectrum SPF 20 Tan to Medium 50,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"Avobenzone, Homosalate, Octisalate, and Octocrylene",Neutrogena Ultra Sheer Face Serum Sunscreen Broad Spectrum SPF 60,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Baby Skin Protectant,Leader Baby Skin Protectant,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
BENZOCAINE,BODY ACTION PRODUCTS Climax Control Gel,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"Baryta Carbonica, Calcarea Phosphorica, Silicea, Gelsemium Sempervirens, Nux Vomica, Sinapis Nigra",A plus Attention,HUMAN OTC DRUG,ORAL,openFDA:ndc
norethindrone,NORETHINDRONE,HUMAN PRESCRIPTION DRUG,ORAL,openFDA:ndc
Terbinafine,Terbinafine,HUMAN PRESCRIPTION DRUG,ORAL,openFDA:ndc
Levonorgestrel and Ethinyl Estradiol tablets,INTROVALE,HUMAN PRESCRIPTION DRUG,,openFDA:ndc
CARBAMIDE PEROXIDE,Foster and Thrive Earwax Removal Drops,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"Redicare Non-Aspirin, Acetaminophen 500mg",Redicare Non-Aspirin 500mg,HUMAN OTC DRUG,ORAL,openFDA:ndc
"Acetaminophen, Chlorpheniramine Maleate, Dextromethorphan Hydrobromide, Guaifenesin, and Phenylephrine Hydrochloride",Cold Flu Severe Day Night,HUMAN OTC DRUG,,openFDA:ndc
"Benzethonium Chloride, Thymol",Forticept Antimicrobial Hydrogel Wound Dressing,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
dantrolene sodium,dantrolene sodium,HUMAN PRESCRIPTION DRUG,ORAL,openFDA:ndc
lidocaine,RECTICARE,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Salicylic Acid,Salicylic Acid 0.5% Body Serum,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"Avobenzone, Homosalate, Octisalate",Sport Sunscreen SPF 30,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Benzocaine,Roman Swipes,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Benzocaine 10%,Warrior Chiggerex Relief,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"hemp extract (Cannabis sativa) 1X, menthol (Mentholum) Tinc.",PAIN RELIEF MENTHOL AND HEMP,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Device - Hand-held Rubber Bulb Nebulizer,Device - NebuClear MD Hand-held Rubber Bulb Nebulizer,HUMAN OTC DRUG,RESPIRATORY (INHALATION),openFDA:ndc
Ammonia N 13,Ammonia N 13,HUMAN PRESCRIPTION DRUG,INTRAVENOUS,openFDA:ndc
Famotidine 10mg,Welmate Famotidine 10mg,HUMAN OTC DRUG,ORAL,openFDA:ndc
sodium chlorite,DEFENDERSTICK,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"PHENOBARBITAL, HYOSCYAMINE SULFATE, ATROPINE SULFATE, SCOPOLAMINE HYDROBROMIDE",Phenohytro,HUMAN PRESCRIPTION DRUG,ORAL,openFDA:ndc
"OCTISALATE, OCTOCRYLENE, AVOBENZONE",NAELI Day Moisturizer SPF 30,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
ALCOHOL,Signature Care Advanced Hand Sanitizer with Aloe,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
activated charcoal,ACTIDOSE AQUA,HUMAN OTC DRUG,ORAL,openFDA:ndc
"AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE",e.l.f. Best and Obsessed Skincare Set,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
COCCULUS INDICUS,COCCULUS INDICUS 30c,HUMAN OTC DRUG,SUBLINGUAL,openFDA:ndc
White Petrolatum,Astonea Vitamin A and D,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Benzoyl Peroxide,Monat Acne Treatment,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"MENTHOL, UNSPECIFIED FORM",meijer ROLL-ON Cold Therapy Pain Relieving Topical analgesic,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Aspirin and Caffeine,Walmart Pain Relief Powder,HUMAN OTC DRUG,ORAL,openFDA:ndc
SENNOSIDES,EX-LAX REGULAR STRENGTH STIMULANT LAXATIVE,HUMAN OTC DRUG,ORAL,openFDA:ndc
HYDROCORTISONE 0.5%,ANTI-ITCH FEMININE CARE,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
ALCOHOL,b pure Hand Sanitizer Watermelon Scented,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"ZINC OXIDE, TITANIUM DIOXIDE",PROJECT REEF Mineral Sunscreen SPF-50,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Nicotine Polacrilex,up and up coated cool mint nicotine,HUMAN OTC DRUG,ORAL,openFDA:ndc
adenosine,YOMA AMPOULE PLUS GINSENG MASK PACK,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"Avobenzone, Octinoxate",GR NUDE LOOK SPF 25,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
ZINC OXIDE,GL HEALTH Barrier Skin Protectant,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"Arnica MontD4, Cactus GrandD1, Crataegus Oxy, SpigeliaD2, ValerianaD2",Bestmade Natural Products BM16,HUMAN OTC DRUG,ORAL,openFDA:ndc
"Agraphis nutans, Hydrastis can, Baryta iod., Baryta mur., Calcarea iod., Calcarea phos., Cistus can",BM BM96 DROPS,HUMAN OTC DRUG,ORAL,openFDA:ndc
"Borax, Natrum Muriaticum, Causticum, Elettaria Cardamomum, Plumbum Metallicum, Sepia, Lilium Tigrinum, Oxytropis Lambertii",Anxiety,HUMAN OTC DRUG,ORAL,openFDA:ndc
Zinc Oxide,Iris and Romeo Weekend Skin Warm Glow,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"Aspirin, Anhydrous citric acid, Sodium bicarbonate",Quality Choice Effervescent Antacid and Pain Relief - Extra Strength,HUMAN OTC DRUG,ORAL,openFDA:ndc
Colloidal Oatmeal,The Zoeun Skin Y-Zone Feminine Moisturizer,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"HOMOSALATE, OCTISALATE, AVOBENZONE",MIRABELLA Broad Spectrum SPF 30 Sunscreen,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"Homosalate, Octocrylene, Zinc Oxide",Florida Glow face shield SPF 55,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Sodium Fluoride 0.24%,Dentalclean Advance Pro,HUMAN OTC DRUG,DENTAL,openFDA:ndc
Pyrithione Zinc,Head and Shoulders Dry Scalp Complete Hydration 2in1,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Sodium Fluoride,Crest 3D White Strength Whitening Enamel Protection,HUMAN OTC DRUG,ORAL,openFDA:ndc
ALCOHOL,Antiseptic Hand Sanitizer Ethyl Alcohol,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Zinc Oxide,Sky and Sol Face and Body Sunscreen Spf 30,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
omidenepag isopropyl,Omlonti,HUMAN PRESCRIPTION DRUG,OPHTHALMIC,openFDA:ndc
Delay Spray,Popstar,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Sodium Fluoride,AdoptaPlatoon,HUMAN OTC DRUG,DENTAL,openFDA:ndc
Lidocaine4% Numbing,ANIXIKE Numbing,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Minoxidil,5% Minoxidil with Biotin,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Peramivir,,BULK INGREDIENT,,openFDA:ndc
"Titanium Dioxide, Zinc Oxide",Tinted SPF40,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Zinc Oxide,Non Tinted Mineral Sunscreen,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Lidocaine 4%,Pain Relief Gel-Patch,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Calcium Sulfide,BM Calcium sulfide Hepar sulf (Calc Sulf),HUMAN OTC DRUG,ORAL,openFDA:ndc
esomeprazole magnesium,24 HOUR Esomeprazole Magnesium,HUMAN OTC DRUG,ORAL,openFDA:ndc
Acetaminophen,Childrens Mapap,HUMAN OTC DRUG,ORAL,openFDA:ndc
Anastrozole Tablets,Anastrozole,HUMAN PRESCRIPTION DRUG,ORAL,openFDA:ndc
Nicotine 21 mg,Nicotine Stop Smoking AID Step1,HUMAN OTC DRUG,TRANSDERMAL,openFDA:ndc
MINOXIDIL,Fete Health Hair Regrowth Treatment for Women,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Menthol,Nuturna Sciatica,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Lanolin,Dr Sosnowskis Chafing Hero Severe Chafing Balm,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Neostigmine Methylsulfate,,BULK INGREDIENT,,openFDA:ndc
FLORFENICOL,,BULK INGREDIENT,,openFDA:ndc
Fosaprepitant Dimeglumine,,BULK INGREDIENT,,openFDA:ndc
SODIUM THIOSULFATE,,BULK INGREDIENT,,openFDA:ndc
Trifarotene,,BULK INGREDIENT,,openFDA:ndc
Clotrimazole,,BULK INGREDIENT,,openFDA:ndc
ISOPROPYL ALCOHOL,First Aid Only Alcohol Antiseptic Pad,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Clocortolone Pivalate,,BULK INGREDIENT,,openFDA:ndc
"CAMPHOR (SYNTHETIC), PETROLATUM",Carmex Classic Lip Balm Medicated Free Cupcake Batter Stick Sunscreen SPF 15,HUMAN OTC DRUG,,openFDA:ndc
Pseudoephedrine Sulfate,,BULK INGREDIENT,,openFDA:ndc
OZANIMOD HCL,,BULK INGREDIENT,,openFDA:ndc
Isoflupredone Acetate,,BULK INGREDIENT,,openFDA:ndc
Nimodipine Micronized,,BULK INGREDIENT,,openFDA:ndc
"ARANEUS DIADEMATUS, TRIBASIC CALCIUM PHOSPHATE,EQUISETUM HYEMALE WHOLE, FERROUS IODIDE,FUMARIA OFFICINALIS FLOWERING TOP, GENTIANA LUTEA ROOT, JUGLANS REGIA LEAF, LEVOTHYROXINE SODIUM ANHYDROUS, MYOSOTIS ARVENSIS WHOLE,NASTURTIUM OFFICINALE,SODIUM SULFATE, PINUS SYLVESTRIS LEAFY TWIG,SMILAX ORNATA ROOT,SCROPHULARIA NODOSA WHOLE, TEUCRIUM SCORODONIA FLOWERING, VERONICA OFFICINALIS FLOWERING TOP",,DRUG FOR FURTHER PROCESSING,,openFDA:ndc
CALCIUM CHLORIDE,,BULK INGREDIENT,,openFDA:ndc
Melatonin,,BULK INGREDIENT,,openFDA:ndc
Deutivacaftor spray dried dispersion,,DRUG FOR FURTHER PROCESSING,,openFDA:ndc
Camphor,,BULK INGREDIENT,,openFDA:ndc
Nafcillin Sodium,,BULK INGREDIENT,,openFDA:ndc
Triamcinolone Acetonide Micron,,BULK INGREDIENT,,openFDA:ndc
Valsartan,,BULK INGREDIENT,,openFDA:ndc
TRAMADOL HCL,,BULK INGREDIENT,,openFDA:ndc
RUXOLITINIB PHOSPHATE,,BULK INGREDIENT,,openFDA:ndc
GALPHIMIA GLAUCA WHOLE,,DRUG FOR FURTHER PROCESSING,,openFDA:ndc
DEXAMETHASONE SODUM PHOSPHATE,,BULK INGREDIENT,,openFDA:ndc
"octinoxate,octisalate,zinc oxide",,DRUG FOR FURTHER PROCESSING,,openFDA:ndc
morphine Sulfate,,DRUG FOR FURTHER PROCESSING,,openFDA:ndc
Epinephrine Bitartrate,,BULK INGREDIENT,,openFDA:ndc
Benzgalantamine Gluconate,,BULK INGREDIENT,,openFDA:ndc
Medetomidine,,BULK INGREDIENT,,openFDA:ndc
mafenide acetate,SULFAMYLON,HUMAN PRESCRIPTION DRUG,TOPICAL,openFDA:ndc
Norethindrone and Ethinyl Estradiol,Dasetta 1/35,HUMAN PRESCRIPTION DRUG,ORAL,openFDA:ndc
Zinc Oxide,TriplePaste Adult Care Rash Treatment,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Pidotimod,,BULK INGREDIENT,,openFDA:ndc
Phenazopyridine Hydrochloride,Maximum Strength Urinary Pain Relief,HUMAN OTC DRUG,ORAL,openFDA:ndc
DIMETHICONE,Sween 24,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"OCTINOXATE, ZINC OXIDE",LBEL FOREVER HYDRA BASE HIDRATANTE DE LARGA DURACION FPS 15 HYDRATING LONGWEAR FOUNDATION SPF 15 ALMENDRA 230-N,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
GELSEMIUM S,GELSEMIUM S,HUMAN OTC DRUG,ORAL,openFDA:ndc
BENZOCAINE,KOLORZ TOPICAL ANESTHETIC BLUE RASBERRY,HUMAN OTC DRUG,DENTAL,openFDA:ndc
Meclizine HCl 25mg Chewable Tablets,Meclizine HCL,HUMAN OTC DRUG,ORAL,openFDA:ndc
Ambrosia confertiflora,Slender Ragweed,NON-STANDARDIZED ALLERGENIC,"INTRADERMAL, PERCUTANEOUS, SUBCUTANEOUS",openFDA:ndc
Mercenaria mercenaria,Clam,NON-STANDARDIZED ALLERGENIC,"INTRADERMAL, PERCUTANEOUS, SUBCUTANEOUS",openFDA:ndc
Nicotine Polacrilex,Good Sense Nicotine,HUMAN OTC DRUG,ORAL,openFDA:ndc
Polyethylene Glycol 3350,gentle lax,HUMAN OTC DRUG,ORAL,openFDA:ndc
Povidone Iodine,Povidone Iodine Scrub,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"Avobenzone, Homosalate, Octisalate, Octocrylene",TOPCARE EVERYDAY CONTINUOUS BROAD SPECTRUM SPF 50,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Pseudoephedrine HCl,nasal decongestant maximum strength non drowsy,HUMAN OTC DRUG,ORAL,openFDA:ndc
Hydrocortisone,Publix hydro plus,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
potassium nitrate and sodium fluoride,Sensodyne Extra Whitening,HUMAN OTC DRUG,DENTAL,openFDA:ndc
White Petrolatum,Petroleum Skin Protectant,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"Solidago Virgaurea, Asparagus Officinalis, Juniperus Communis, Sabal Serrulata, Uva-Ursi, Berberis Vulgaris, Equisetum Arvense, Urtica Dioica, Rubia Tinctorum, Staphysagria, Cantharis, Fagus Sylvatica, Flos, Glandula Suprarenalis Suis, Hepar Sulphuris Calcareum, Kidney (Suis), Larix Decidua, Flos, Manganum Metallicum, Mimulus Guttatus, Flos, Nitricum Acidum, Rhus Aromatica, Silicea, Ulex Europaeus, Flos, Benzoicum Acidum, Cobaltum Metallicum",Kidney Drainage,HUMAN PRESCRIPTION DRUG,ORAL,openFDA:ndc
ETHYL ALCOHOL,MY MEDIC SUPER SANITIZER,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Glutathione,Glutathione,HUMAN OTC DRUG,ORAL,openFDA:ndc
"DNA, Enterococcus Faecalis, Streptococcus Agalactiae, Streptococcus Bovis , Streptococcus Dysgalactiae, Streptococcus Mutans, Streptococcus Oralis, Streptococcus Pneumoniae, Streptococcus Uberis, Streptococcus Viridans",STRE HOMO,HUMAN OTC DRUG,ORAL,openFDA:ndc
"Juglans Regia, Flos",Bio Walnut,HUMAN OTC DRUG,ORAL,openFDA:ndc
"Allium Sativum, Berberis Vulgaris, Fucus Vesiculosus, Phytolacca Decandra, Argentum Metallicum, Aurum Metallicum, Calcarea Fluorica, Calcarea Phosphorica, Hekla Lava, Hydrofluoricum Acidum, Iodium, Mercurius Solubilis, Niccolum Metallicum, Silicea, Zincum Metallicum, Platinum Metallicum",Dentastat,HUMAN OTC DRUG,ORAL,openFDA:ndc
"ZINC OXIDE, TITANIUM DIOXIDE",MINERAL SUNSCREEN SPF 50,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"Menthol, Methyl Salicylate",Medi-First Muscle Rub Cream,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Sabal Populus,Sabal Populus,HUMAN OTC DRUG,ORAL,openFDA:ndc
Acetaminophen,Pain and Fever Childrens,HUMAN OTC DRUG,ORAL,openFDA:ndc
ARSENIC,Arsenicum metallicum,HUMAN OTC DRUG,ORAL,openFDA:ndc
Corylus americana,Hazelnut Pollen,NON-STANDARDIZED ALLERGENIC,"CUTANEOUS, INTRADERMAL, SUBCUTANEOUS",openFDA:ndc
Fenofibrate,Tricor,HUMAN PRESCRIPTION DRUG,ORAL,openFDA:ndc
"ENSULIZOLE,OCTINOXATE, OXYBENZONE, TITANIUM DIOXIDE, ZINC OXIDE",Artistry Ideal Radiance Illuminating CC SPF 50 Broad Spectrum Sunscreen Light/Medium,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Sodium Monofluorophosphate,Toms Kids Watermelon Wiggle,HUMAN OTC DRUG,DENTAL,openFDA:ndc
Magnesium Sulfate Heptahydrate,CVS muscle relief,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
SIMETHICONE,Gas Relief SIMETHICONE 250 mg Anti-gas,HUMAN OTC DRUG,ORAL,openFDA:ndc
Ethyl Alcohol 70% V/V,"Ashley Belle 1 oz., Moisturizing Hand Sanitizing, Confetti Cupcake",HUMAN OTC DRUG,TOPICAL,openFDA:ndc
BUPIVICAINE HYDROCHLORIDE,BUPIVICAINE HYDROCHLORIDE,HUMAN PRESCRIPTION DRUG,"EPIDURAL, INFILTRATION, INTRACAUDAL, PERINEURAL",openFDA:ndc
White Petroleum,White Rain Original Petroleum,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Abrotanum,Abrotanum,HUMAN OTC DRUG,ORAL,openFDA:ndc
Simethicone,Discount Drugmart Gas Relief Extra Strength Softgels,HUMAN OTC DRUG,ORAL,openFDA:ndc
clotrimazole 1%,Fortinia OF,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
