generic_name_raw,brand_name_raw,product_type,route,source
Guaifenesin,Refenesen Mucus Relief,HUMAN OTC DRUG,ORAL,openFDA:ndc
"Avobenzone, Benzophenone-3, Octinoxate",Revlon Kiss Balm SPF 20,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Lapatinib Ditosylate,,BULK INGREDIENT,,openFDA:ndc
Iodochlorhydroxyquinoline,,BULK INGREDIENT,,openFDA:ndc
Pemetrexed disodium heptahydrate,,BULK INGREDIENT,,openFDA:ndc
Ipamorelin Acetate,,BULK INGREDIENT,,openFDA:ndc
PREZATIDE COPPER,,BULK INGREDIENT,,openFDA:ndc
Cannabidiol,,BULK INGREDIENT,,openFDA:ndc
Indomethacin,,BULK INGREDIENT,,openFDA:ndc
Clomiphene Citrate,Clomiphene Citrate,HUMAN PRESCRIPTION DRUG,ORAL,openFDA:ndc
Fingolimod HCl,,BULK INGREDIENT,,openFDA:ndc
Salcaprozate sodium,,BULK INGREDIENT,,openFDA:ndc
"Guaifenesin, Dextromethorphan HBr",Mucus Relief DM Maximum Strength,HUMAN OTC DRUG,ORAL,openFDA:ndc
"Dextromethorphan HBr, Guaifenesin, Phenylephrine HCI, Acetaminophen, Diphenhydramine HCI, Phenylephrine HCI",Multi Symptom Cold and Multi Symptom Nighttime Cold Childrens,HUMAN OTC DRUG,,openFDA:ndc
carbamazepine,Tegretol XR,HUMAN PRESCRIPTION DRUG,ORAL,openFDA:ndc
"OCTINOXATE, ZINC OXIDE",LBEL SOLUTIONS PRO-HIALURON BASE SERUM CON EFECTO RELLENO DE ARRUGAS FPS 15 WRINKLE FILLER EFFECT SERUM FOUNDATION SPF 15 CHAMPAGNE 170-N,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
COLOCYNTHIS,COLOCYNTHIS,HUMAN OTC DRUG,ORAL,openFDA:ndc
"Naproxen Sodium Tablet, coated",Naproxen Sodium,HUMAN OTC DRUG,ORAL,openFDA:ndc
Loratadine,good sense allergy relief,HUMAN OTC DRUG,ORAL,openFDA:ndc
Simethicone,Gas Relief,HUMAN OTC DRUG,ORAL,openFDA:ndc
"Polyethylene glycol 400, propylene glycol",Signature Care Lubricant Eye Drops Long Lasting,HUMAN OTC DRUG,OPHTHALMIC,openFDA:ndc
"Triamcinolone Acetonide Ointment USP, 0.05%",Triamcinolone Acetonide,HUMAN PRESCRIPTION DRUG,TOPICAL,openFDA:ndc
Acremonium strictum,Acremonium strictum,NON-STANDARDIZED ALLERGENIC,"INTRADERMAL, PERCUTANEOUS, SUBCUTANEOUS",openFDA:ndc
Epicoccum nigrum,Epicoccum nigrum,NON-STANDARDIZED ALLERGENIC,"INTRADERMAL, PERCUTANEOUS, SUBCUTANEOUS",openFDA:ndc
Bos taurus,Beef,NON-STANDARDIZED ALLERGENIC,"INTRADERMAL, PERCUTANEOUS, SUBCUTANEOUS",openFDA:ndc
Mucor circinelloides f. lusitanicus and Mucor plumbeus,Mucor Mix,NON-STANDARDIZED ALLERGENIC,"INTRADERMAL, PERCUTANEOUS, SUBCUTANEOUS",openFDA:ndc
Vapor Rub,Bactimicina Vapor Rub,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
pseudoephedrine hydrochloride,Zephrex D,HUMAN OTC DRUG,ORAL,openFDA:ndc
"cocoa butter, phenylephrine HCl",hemorrhoidal,HUMAN OTC DRUG,RECTAL,openFDA:ndc
Petrolatum,Pure Petrolatum Jelly,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Povidone Iodine,Povidone Iodine Impregnated,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
SODIUM MONOFLUOROPHOSPHATE,Colgate Optic White Advanced Icy Fresh,HUMAN OTC DRUG,DENTAL,openFDA:ndc
Ethyl Alcohol,Top Care Decolorized Iodine,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Acetaminophen,Pain Relief Extra Strength,HUMAN OTC DRUG,ORAL,openFDA:ndc
Acetaminophen,Acetaminophen Regular Strength,HUMAN OTC DRUG,ORAL,openFDA:ndc
Zinc oxide,Diaper Rash,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Sabina,Sabina,HUMAN OTC DRUG,ORAL,openFDA:ndc
sodium monofluorophosphate,biotene,HUMAN OTC DRUG,ORAL,openFDA:ndc
"AVOBENZONE, HOMOSALATE, OCTISALATE,OCTOCRYLENE",HEB SPF 50 Pink Peony Sunscreen,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
insulin aspart,NOVOLOG,HUMAN PRESCRIPTION DRUG,"INTRAVENOUS, SUBCUTANEOUS",openFDA:ndc
Timolol Maleate Ophthalmic Gel Forming Solution 0.25%,Timolol Maleate Ophthalmic Gel Forming Solution 0.25%,HUMAN PRESCRIPTION DRUG,OPHTHALMIC,openFDA:ndc
"Aceticum Acidum, Calendula Officinalis, Zingiber Officinale, Bryonia (Alba), Coffea Tosta, Ledum Palustre, Phosphorus, Plantago Major, Spigelia Anthelmia, Arnica Montana, Chamomilla, Hepar Sulphuris Calcareum, Hypericum Perforatum, Aconitum Napellus, Antimonium Crudum, Mezereum, Sepia, Staphysagria, Magnesia Phosphorica",Dental Pain,HUMAN OTC DRUG,ORAL,openFDA:ndc
Human Insulin,Novolin R,HUMAN OTC DRUG,SUBCUTANEOUS,openFDA:ndc
cetrorelix acetate,Cetrotide,HUMAN PRESCRIPTION DRUG,SUBCUTANEOUS,openFDA:ndc
Kali Muriaticum,Kali Mur,HUMAN OTC DRUG,ORAL,openFDA:ndc
"Agnus Castus, Ambra Grisea, Anacardium Orientale, Aurum Metallicum, Baryta Iodata, Candida Albicans, Carcinosin, Cubeba Officinalis, Hypothalamus Suis, Lac Caninum, Lilium Tigrinum, Lycopodium Clavatum, Magnesium Iodide, Naja Tripudians, Natrum Carbonicum, Rhus Glabra, Rosa Damascena, Sabadilla, Thuja Occidentalis, Viscum Album",Esteem,HUMAN OTC DRUG,ORAL,openFDA:ndc
"Boldo, Chelidonium Majus, Ginkgo Biloba, Glycyrrhiza Glabra, Hydrocotyle Asiatica, Copper Gluconate, Germanium Sesquioxide",Energy,HUMAN OTC DRUG,ORAL,openFDA:ndc
"Mannose, 5-Hydroxytryptophan, Acetaldehyde, Acetylcholine Chloride, Ascorbicum Acidum, Aspartame, Butylated Hydroxytoluene, Caffeic Acid, Candida Albicans, Cinnamic Acid, Coniferyl Alcohol, Coumarinum, Dopamine Hydrochloride, Estradiol, Gaba (Gamma-Aminobutyric Acid), Gallicum Acidum, Histaminum Hydrochloricum, Hydrocortisone, Indolum, L-Dopa, L-Phenylalanine, Melatonin, Menadione, Norepinephrine (Bitartrate), Petroselinum Crispum, Phenyl Isothiocyanate, Piperine, Progesterone, Pyrrole, Quercetin,",Multi-Phenolic,HUMAN OTC DRUG,ORAL,openFDA:ndc
Chloroxylenol,Ecolab,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"Acetaminophen, Dextromethorphan Hydrobromide, Guaifenesin, Phenylephrine Hydrochloride",Medi-First Plus Cough Cold,HUMAN OTC DRUG,ORAL,openFDA:ndc
Aspirin 81 mg,Aspirin Chewable,HUMAN OTC DRUG,ORAL,openFDA:ndc
Prunus Iron,Prunus Iron,HUMAN OTC DRUG,ORAL,openFDA:ndc
Lidocaine Hydrochloride,Satohap Lidocaine Hydrochloride 4 Percent Pain Relieving,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"Avobenzone, Octisalate and Octocrylene",Lancome Paris Bienfait MultiVital Broad Spectrum SPF 30 Sunscreen,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
BELLIS PERENNIS,Bellis perennis,HUMAN OTC DRUG,ORAL,openFDA:ndc
Bouteloua spp.,Grama grass Pollen,NON-STANDARDIZED ALLERGENIC,"CUTANEOUS, INTRADERMAL, SUBCUTANEOUS",openFDA:ndc
BERBERIS AQUIFOLIUM ROOT BARK,Berberis aquifolium,HUMAN OTC DRUG,ORAL,openFDA:ndc
"LEVOTHYROXINE, LIOTHYRONINE",NP THYROID 90,HUMAN PRESCRIPTION DRUG,ORAL,openFDA:ndc
lorazepam,LOREEV XR,HUMAN PRESCRIPTION DRUG,ORAL,openFDA:ndc
"Benzalkonium Chloride, Benzocaine",First Aid,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"dextromethorphan hydrobromide, guaifenesin",MUCUS RELIEF DM,HUMAN OTC DRUG,ORAL,openFDA:ndc
PUNICA GRANATUM ROOT BARK,Granatum,HUMAN OTC DRUG,ORAL,openFDA:ndc
PHYSOSTIGMINE SALICYLATE,PHYSOSTIGMINE SALICYLATE,HUMAN PRESCRIPTION DRUG,INTRAVENOUS,openFDA:ndc
Malathion,Malathion,HUMAN PRESCRIPTION DRUG,TOPICAL,openFDA:ndc
Methylergonovine Maleate,METHYLERGONOVINE MALEATE,HUMAN PRESCRIPTION DRUG,INTRAVENOUS,openFDA:ndc
Chloroxylenol,ARRAY Anitbacterial Foam Handwash,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
White Petroleum,Health Smart Original Petroleum,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"Avobenzone, Homosalate, Octisalate, Octocrylene",Sum 37 Micro Active Daily Moisture Sunscreen,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Gelsemium sempervirens,Gelsemium 6X,HUMAN OTC DRUG,ORAL,openFDA:ndc
"Octinoxate, Octocrylene, Oxybenzone, Tatanium Dioxide",Exel Clarifying Line SPF 50,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"dextrose(glucose),Levulose(fructose),Phosphoric acid",Discount Drug Mart nausea control Cherry Flavor,HUMAN OTC DRUG,ORAL,openFDA:ndc
Pectin,Throat Balm Caramel Pectin,HUMAN OTC DRUG,ORAL,openFDA:ndc
Benzalkonium Chloride,Pacific Blue ultra Antimicrobial Foam Fragrance Free,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
alcohol,Smart Care Hand Sanitizer 3pk - SOURBET,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Oxygen/Nitrogen 25/75,Oxygen/Nitrogen 25/75,HUMAN PRESCRIPTION DRUG,RESPIRATORY (INHALATION),openFDA:ndc
Alcohol,Kleenex Ultra Moisturizing Hand Sanitizer,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"CINCHONA OFFICINALIS BARK, PHOSPHORIC ACID, ANEMONE PULSATILLA, Phosphorus, PICRIC ACID, DIBASIC POTASSIUM PHOSPHATE, BOS TAURUS PITUITARY GLAND, POSTERIOR, BOS TAURUS ADRENAL GLAND, SUS SCROFA TESTICLE, and BOS TAURUS PROSTATE GLAND",N-11,HUMAN OTC DRUG,SUBLINGUAL,openFDA:ndc
"AVOBENZONE, OCTINOXATE, and OCTOCRYLENE",cle de peau BEAUTE PROTECTIVE LIP TREATMENT SPF 25,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"calcium carbonate, magnesium hydroxide, simethicone",ANTACID AND ANTIGAS,HUMAN OTC DRUG,ORAL,openFDA:ndc
"Rotavirus Vaccine, Live, Oral",Rotarix,VACCINE,ORAL,openFDA:ndc
"Chlorpheniramine maleate, Phenylephrine HCl",Suphedrine PE Sinus plus Allergy,HUMAN OTC DRUG,ORAL,openFDA:ndc
"Octisalate, Octocrylene, and Avobenzone",1000 Roses Daily Shade Facial SPF 18,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Rhus tox,Rhus tox,HUMAN OTC DRUG,ORAL,openFDA:ndc
"Potassium nitrate, Sodium fluoride",DG health Sensitive Maximum Strength,HUMAN OTC DRUG,DENTAL,openFDA:ndc
Clear Medicated Corn removers,Salicylic Acid,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Aspirin,Adult Low Dose Aspirin,HUMAN OTC DRUG,ORAL,openFDA:ndc
SALICYLIC ACID,AVEDA OUTER PEACE ACNE RELIEF PADS,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Trabectedin,EVDI,HUMAN PRESCRIPTION DRUG,INTRAVENOUS,openFDA:ndc
Cetylpyridinium Chloride,CloSYS Silver Healthy Gums,HUMAN OTC DRUG,ORAL,openFDA:ndc
"ESTERIFIED ESTROGENS, METHYLTESTOSTERONE",ESTRATEST H.S.,HUMAN PRESCRIPTION DRUG,ORAL,openFDA:ndc
Lidocaine HCl - Hydrocortisone Acetate,Radiaura Skin Recovery,HUMAN PRESCRIPTION DRUG,TOPICAL,openFDA:ndc
NATURIUM Dew-Glow Moisturizer SPF 50,NATURIUM Dew-Glow Moisturizer SPF 50,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
BENZALKONIUM CHLORIDE,ALPET QE2 SANITIZING FOAM,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"ARSENIC TRIOXIDE, CINCHONA OFFICINALIS BARK, PODOPHYLLUM",DiarrheaCalm,HUMAN OTC DRUG,ORAL,openFDA:ndc
Alcohol,Anti Bacterial Hand Gel Strawberry Pound Cake,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
ISOPROPYL ALCOHOL,Lights Medium Alcohol,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"OCTISALATE, TITANIUM DIOXIDE","Dior Forever Skin Glow Flawless Radiant Skin True Foundation SPF 25 00,5N Neutral",HUMAN OTC DRUG,TOPICAL,openFDA:ndc
KLEBSIELLA PNEUMONIAE,Muco coccinum,HUMAN OTC DRUG,SUBLINGUAL,openFDA:ndc
Alcohol,Anti Bacterial Hand Gel Sunwashed Santal,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Zinc Oxide,Rejuvenating Priming Moisturizer BS Sunscreen SPF30,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
CITRUS X SINENSIS,ORANGE,NON-STANDARDIZED ALLERGENIC,PERCUTANEOUS,openFDA:ndc
Cerebral Blood Stim Drops,Cerebral Blood Stim Drops 2086,HUMAN OTC DRUG,ORAL,openFDA:ndc
RET Gallbladder,RET Gallbladder 7007,HUMAN OTC DRUG,ORAL,openFDA:ndc
Lambs Quarters,CHENOPODIUM ALBUM POLLEN,NON-STANDARDIZED ALLERGENIC,PERCUTANEOUS,openFDA:ndc
Vitamin C and Niacinamide Even Tone 48h Antiperspirant Deodorant,Shea,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"citric acid, gluconolactone and magnesium carbonate",Renacidin,HUMAN PRESCRIPTION DRUG,IRRIGATION,openFDA:ndc
"ACETAMINOPHEN, GUAIFENESIN, and PHENYLEPHRINE HYDROCHLORIDE",Severe Sinus Congestion and Pain,HUMAN OTC DRUG,ORAL,openFDA:ndc
"Glycerin, Hypromellose, Polyethylene glycol 400",Core Values Eye Drops Dry Eye Relief,HUMAN OTC DRUG,OPHTHALMIC,openFDA:ndc
"cetirizine hydrochloride, pseudoephedrine hydrochloride",kirkland signature aller tec d,HUMAN OTC DRUG,ORAL,openFDA:ndc
Prostrate Booster,MALE-PROS,HUMAN OTC DRUG,ORAL,openFDA:ndc
"Acetaminophen, Guaifenesin, Phenylephrine HCl",Cold and Head Congestion Relief Severe,HUMAN OTC DRUG,ORAL,openFDA:ndc
"Octinoxate, Titanium dioxide, Octocrylene",AGE20S SIGNATURE ESSENCE COVER PACT INTENSE COVER 31 TAN,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"POTASSIUM CHLORIDE, SODIUM CHLORIDE, CALCIUM CHLORIDE, and MAGNESIUM CHLORIDE",Cardioplegic Solution,HUMAN PRESCRIPTION DRUG,INTRA-ARTERIAL,openFDA:ndc
"Aceticum Ac, Anacard Or, Baryta Iod, Calc Carb, Capsicum, Fucus, Graphites,, Nat Sulphuricum, Phytolacca, Stannum Met, Thyroidinum, Zinc Met.",Weight Control,HUMAN OTC DRUG,ORAL,openFDA:ndc
Benzalkonium Chloride,Hawthorn Hygiene Solutions ENERGY ANTIBACTERIAL FOAM FRAGRANCE FREE 1200 mL,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"acetaminophen, dextromethorphan hydrobromide tablet, coated","DayQuil Cold and Flu w/VapoCOOL, 4ct (PE-free), BSX",HUMAN OTC DRUG,ORAL,openFDA:ndc
Benzalkonium Chloride,Pro Formance Plum Perfection Antibacterial Foam S oap,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
caffeine,Vivarin,HUMAN OTC DRUG,ORAL,openFDA:ndc
alpha-1-proteinase inhibitor human,Zemaira,PLASMA DERIVATIVE,,openFDA:ndc
"Acetaminophen, Dextromethorphan HBr, Phenylephrine HCl and Acetaminophen, Dextromethorphan HBr, Doxylamine Succinate",Daytime Nighttime Cold and Flu,HUMAN OTC DRUG,,openFDA:ndc
Tolnaftate Jock Itch Powder Spray - Talc Free,Tolnafate,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Allergy DyeFree,Allergy DyeFree,HUMAN OTC DRUG,ORAL,openFDA:ndc
TITANIUM DIOXIDE AND ZINC OXIDE,Bye Bye Foundation Full Coverage Moisturizer SPF 50 Neutral Tan,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
diphenoxylate hydrochloride and atropine sulfate,Diphenoxylate Hydrochloride and Atropine Sulfate,HUMAN PRESCRIPTION DRUG,ORAL,openFDA:ndc
Acetaminophen,Good Sense Pain Relief,HUMAN OTC DRUG,ORAL,openFDA:ndc
"Lidocaine, Menthol",Walgreens Cool N Heat Patch,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
levonorgestrel,LEADER Emergency Contraceptive Levonorgestrel,HUMAN OTC DRUG,ORAL,openFDA:ndc
Stannous Fluoride,ARU GUM HEALTH,HUMAN OTC DRUG,DENTAL,openFDA:ndc
Colloidal Oatmeal,First Aid Beauty FAB Ultra Repair Skin Protectant Pink Grapefruit,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"Acetaminophen, Phenylephrine Hydrochloride, Doxylamine Succinate, and Dextromethorphan Hydrobromide",Vicks NyQuil VapoCOOL Severe COLD and FLU plus CONGESTION,HUMAN OTC DRUG,ORAL,openFDA:ndc
"Azadirachta indica, Calendula, Echinacea purpurea, Plantago major",StellaLife VEGA Oral Care Peppermint Advanced Healing Formula,HUMAN OTC DRUG,ORAL,openFDA:ndc
"Aspen, Cal Carb, Elm, Kali Phos, Mag Phos, Mimulus, Star of Bethlehem, Walnut",Fear Less,HUMAN OTC DRUG,ORAL,openFDA:ndc
"Dextran 70, Hypromellose",CVS Gentle Tears,HUMAN OTC DRUG,OPHTHALMIC,openFDA:ndc
"Bacitracin Zinc, Neomycin Sulfate, and Polymyxin B Sulfate",Neosporin Original,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"Eucalyptol, Menthol, Methyl Salicylate, Thymol",Listerine Clinical Solutions Gum Health Icy Mint,HUMAN OTC DRUG,ORAL,openFDA:ndc
"aluminum hydroxide, magnesium hydroxide, dimethicone",MAXIMUM STRENGTH ANTACID,HUMAN OTC DRUG,ORAL,openFDA:ndc
"Avena Sativa, Staphysagria, Tabacum, Ignatia Amara, Lobelia Inflata, Nux Vomica, Passiflora Incarnata",Stop-IT Smoking,HUMAN OTC DRUG,ORAL,openFDA:ndc
Mycophenolic Acid,Mycophenolic Acid,HUMAN PRESCRIPTION DRUG,ORAL,openFDA:ndc
norethindrone acetate and ethinyl estradiol,NORETHINDRONE ACETATE AND ETHINYL ESTRADIOL,HUMAN PRESCRIPTION DRUG,,openFDA:ndc
Levonorgestrel and Ethinyl Estradiol and Ferrous Fumarate,Joyeaux,HUMAN PRESCRIPTION DRUG,,openFDA:ndc
Lidocaine 5%,Doctor Butlers Hemorrhoid and Fissure External Pain Formula,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
TRAMADOL HYDROCHLORIDE,TRAMADOL HYDROCHLORIDE,HUMAN PRESCRIPTION DRUG,ORAL,openFDA:ndc
Oxaprozin,Oxaprozin,HUMAN PRESCRIPTION DRUG,ORAL,openFDA:ndc
BISACODYL,OneLAX,HUMAN OTC DRUG,RECTAL,openFDA:ndc
Menthol,ORTHOGEL Menthol 3.5%,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Zinc Oxide,Evereden Kids Cooling Mineral Sunstick SPF30,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Ofloxacin Ophth Soln,Ofloxacin Ophth Soln,HUMAN PRESCRIPTION DRUG,OPHTHALMIC,openFDA:ndc
lidocaine,LMX5,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
iron sucrose,Venofer,HUMAN PRESCRIPTION DRUG,INTRAVENOUS,openFDA:ndc
Esomeprazole,basic care esomeprazole magnesium,HUMAN OTC DRUG,ORAL,openFDA:ndc
ZINC OXIDE,Crunchi Sunlight Daily Facial Sunscreen SPF 30,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"Avobenzone, Homosalate, Octisalate",Moisturizing Sunscreen SPF 30,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
LOSARTAN POTASSIUM,LOSARTAN POTASSIUM 50 mg,HUMAN PRESCRIPTION DRUG,ORAL,openFDA:ndc
"Calcipotriene Cream, 0.005% and Transparent Dressing",Cipotrex,HUMAN PRESCRIPTION DRUG,,openFDA:ndc
Sulfur,SUNDAY RILEY SATURN SULFUR ACNE SPOT TREATMENT MASK,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Cetirizine Hydrochloride,Zyrtec Allergy,HUMAN OTC DRUG,ORAL,openFDA:ndc
"Zinc Oxide, Titanium Dioxide",sunbetter Broad Spectrum SPF 68 Sunscreen Compact Tone Smart,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Hydrocortisone,Crane Safety Hydrocortisone,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
sodium chlorite,PURE O2STICK,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Zinc Oxide,All Good Coconut Mineral Sunscreen Sunstick SPF 30,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Abiraterone Acetate,Abiraterone Acetate,HUMAN PRESCRIPTION DRUG,ORAL,openFDA:ndc
SODIUM MONOFLUOROPHOSPHATE,White Glo Charcoal Baking Soda Maximum White Fluoride Anticavity,HUMAN OTC DRUG,,openFDA:ndc
Alcohol antiseptic,Mistify Hand Sanitizer Coconut And Whipped Cream,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
activated charcoal,ACTIDOSE,HUMAN OTC DRUG,ORAL,openFDA:ndc
IBUPROFEN,Childrens Ibuprofen Oral Suspension Dye free,HUMAN OTC DRUG,ORAL,openFDA:ndc
ZINC OXIDE,Well People Bio Tint SPF 30 Sunscreen 13w,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
SODIUM CHLORIDE,SODIUM CHLORIDE 1 GRAM,HUMAN OTC DRUG,ORAL,openFDA:ndc
Lidocaine HCI,GREEN GUARD Topical Pain Relief,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Ethyl Alcohol,meijer LEMON SORBET SCENTED Hand Sanitizer,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Capsaicin,Capsaicin,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"Eucalyptol, Menthol, Methyl Salicylate, Thymol",Antiseptic,HUMAN OTC DRUG,ORAL,openFDA:ndc
White Petrolatum,Petroleum Jelly,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
menthol,MUSCLE RUB,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
ALCOHOL,b pure Hydrating Hand Sanitizer Vanilla Sugar Cookie Scented,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"meloxicam, rizatriptan",SYMBRAVO,HUMAN PRESCRIPTION DRUG,ORAL,openFDA:ndc
nicotine polacrilex,up and up citrus mini nicotine,HUMAN OTC DRUG,ORAL,openFDA:ndc
"niacinamide, adenosine",DERMAHAN THE WHITENING MOISTURIZING MASK,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Abiraterone acetate,Abirtega,HUMAN PRESCRIPTION DRUG,"ORAL, ORAL",openFDA:ndc
LIDOCAINE HYDROCHLORIDE,THE SOLUTION NUMBING,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"Xylitol, Calcium Lactate",Kids Oral Care Watermelon Flavor,HUMAN OTC DRUG,DENTAL,openFDA:ndc
"Calc Flour, Cistus Can, Fraxinus, Fucus Ves, Secale Cornut, Thuja Occ",BM BM36 DROPS,HUMAN PRESCRIPTION DRUG,ORAL,openFDA:ndc
"Calc Phos, Ferr Phos, Kali Phos, Mag Phos, Nat Phos",Bestmade Natural Products BIO24 Lactose Free,HUMAN OTC DRUG,ORAL,openFDA:ndc
"Belladonna, Hyoscyamus Niger, Asterias Rubens, Calcarea Carbonica, Cicuta Virosa, Oenanthe Crocata, Cuprum Metallicum",EPI Formula,HUMAN OTC DRUG,ORAL,openFDA:ndc
SELENIUM SULFIDE,Dermoia Seborrheic Dermatitis Selenium Sulfide,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"Acetaminophen, Dextromethorphan HBr, Phenylephrine HCl",Daytime Cold and Flu Multi Symptom Relief,HUMAN OTC DRUG,ORAL,openFDA:ndc
Zinc Oxide,Balmere Mineral Sunscreen Moisturizer Primer,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Tolnaftate Powder Spray,Tolnafate,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
metoclopramide hydrochloride,Metoclopramide,HUMAN PRESCRIPTION DRUG,"INTRAMUSCULAR, INTRAVENOUS",openFDA:ndc
Sleep gummies,Sleep gummies,HUMAN OTC DRUG,ORAL,openFDA:ndc
diazoxide choline,VYKAT XR,HUMAN PRESCRIPTION DRUG,ORAL,openFDA:ndc
Sodium Fluoride 0.24%,Dentalclean Booster Kids,HUMAN OTC DRUG,DENTAL,openFDA:ndc
Aluminum Zirconium Tetrachlorohydrex Gly,Old Spice Mambaking Rich Plum Scent,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Sodium Fluoride,Crest 3D White Stain Eraser Mint Splash,HUMAN OTC DRUG,ORAL,openFDA:ndc
"Avobenzone, Homosalate, Octisalate, Octocrylene",Rubber Ducky SPF 50 Sunscreen,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Processed nerve allograft,Avance Nerve Graft,HUMAN PRESCRIPTION DRUG,SOFT TISSUE,openFDA:ndc
"Avobenzone, Homosalate, Octisalate",Round Lab x OUWR Birch Juice Moisturizing UVLOCK Gift Set,HUMAN OTC DRUG,,openFDA:ndc
"AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE",Byoma Ultralight Face Fluid SPF 50,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"avobenzone, octinoxate, octisalate, octocrylene",Earths Daughter Citrus Blast SPF 15 Broad Spectrum Sunscreen Lip Balm,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
ALUMINUM SESQUICHLOROHYDRATE,Exchange Select Mens Extra Fresh Deodorant,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
SODIUM CHLORIDE,RESP EASE,HUMAN OTC DRUG,NASAL,openFDA:ndc
Salicylic acid 17% WART REMOVER,NATUHEAL WART REMOVER,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Hydrocodone Bitartrate,,BULK INGREDIENT,,openFDA:ndc
DEXTROMETHORPHAN HYDROBROMIDE and GUAIFENESIN,DEXTROMETHORPHAN HYDROBROMIDE and GUAIFENESIN,HUMAN OTC DRUG,ORAL,openFDA:ndc
Natrum Phosphoricum Icing Sugar,BM Nat Phos Icing Sugar,HUMAN OTC DRUG,ORAL,openFDA:ndc
Doxylamine Succinate,Nighttime Sleep Aid,HUMAN OTC DRUG,ORAL,openFDA:ndc
Alcohol,VQ Hydrating Hand Sanitizer Caramel Pistachio,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Salicylic Acid 40%,Peunitory WART REMOVER,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
